time,group1_current,group2_current,group3_current,group4_current,group5_current,group6_current,heat,max_temp_fuel,temp_blanket,temp_fuel
0.19564609150405,8.0691636227131e+20,3.18733709109e+21,7.9500790139283e+21,5.5526639216715e+21,3.622076156643e+21,1.0131164812016e+21,1960503777.5832,1160.1616654588,925.02589422879,1015.460461396
0.23477630980486,8.0085930918314e+20,3.1634159734283e+21,7.890426515832e+21,5.5109993206881e+21,3.5948968044865e+21,1.005512799396e+21,1945780363.8172,1160.1755649422,925.02654886884,1015.4779420514
0.28173257176583,7.9358481854872e+20,3.1346862777493e+21,7.8187811324859e+21,5.4609580949802e+21,3.5622529864918e+21,9.9638043469255e+20,1928097862.4037,1160.1949172687,925.02732500069,1015.4979175231
0.338080086119,7.8491385610205e+20,3.1004406531745e+21,7.7333780498389e+21,5.4013075600404e+21,3.5233405598404e+21,9.8549446802598e+20,1907021291.2116,1160.2215524659,925.02824243848,1015.5203169891
0.4056971033428,7.7464456637547e+20,3.0598815464425e+21,7.6322272833443e+21,5.3306577712738e+21,3.4772528097228e+21,9.7260130710023e+20,1882060306.5046,1160.2577079608,925.02932359471,1015.5449258345
0.48683752401136,7.6254984707643e+20,3.0121116262585e+21,7.5130898115923e+21,5.2474448715717e+21,3.4229696008504e+21,9.5741565657618e+20,1852663336.6199,1160.3059737881,925.03059368129,1015.5713687765
0.58420602881363,7.4837560161369e+20,2.9561269007887e+21,7.3734604781855e+21,5.1499191745324e+21,3.3593496236176e+21,9.39618353596e+20,1818213361.7784,1160.3691019007,925.03208085984,1015.5991040378
0.70104823457636,7.3183973125184e+20,2.8908127772503e+21,7.2105583015517e+21,5.0361384279292e+21,3.2851260210694e+21,9.188551479176e+20,1778025481.8359,1160.4495863086,925.03381626207,1015.6274361545
0.84125888149163,7.1263197026877e+20,2.814943474387e+21,7.0213252096541e+21,4.903966955465e+21,3.1989058423993e+21,8.9473654883289e+20,1731346510.7722,1160.5488955341,925.0358337023,1015.6555525076
1.00951165779,6.9041642101284e+20,2.7271921095911e+21,6.802451403045e+21,4.7510933658481e+21,3.0991815865834e+21,8.6684104518527e+20,1677361093.734,1160.6662752035,925.03816877408,1015.6825786917
1.2114149893479,6.6484183219387e+20,2.6261713441117e+21,6.5504768352272e+21,4.5751013717018e+21,2.9843773584471e+21,8.347279944374e+20,1615216588.0435,1160.797313382,925.04085696481,1015.7076471245
1.4536989872175,6.3556598422079e+20,2.510529679596e+21,6.2620313033347e+21,4.3736373770501e+21,2.8529581212533e+21,7.9796815301867e+20,1544082177.0017,1160.9331338353,925.04393055979,1015.7299738798
1.744439784661,6.0229764968673e+20,2.3791171002155e+21,5.9342473108889e+21,4.1446987481972e+21,2.7036176729543e+21,7.5619623204642e+20,1463250679.8511,1161.0615797902,925.04741445124,1015.7489262266
2.0933287415933,5.6485400834912e+20,2.2312117395706e+21,5.565325099291e+21,3.8870284341597e+21,2.5355360321594e+21,7.0918288272346e+20,1372277960.2212,1161.1707735657,925.0513213644,1015.7640813019
2.5119954899119,5.2322663750671e+20,2.0667804748586e+21,5.1551824589235e+21,3.6005688717327e+21,2.3486755474301e+21,6.5691752784195e+20,1271143263.1609,1161.2532948567,925.0556471749,1015.7753196453
3.0143955878943,4.7764855529585e+20,1.8867437626799e+21,4.7061153481298e+21,3.2869234622384e+21,2.1440819771855e+21,5.9969259366743e+20,1160412209.3831,1161.3083628646,925.0603667752,1015.7829253528
3.6172757054731,4.2863183445765e+20,1.6931244433448e+21,4.2231706666798e+21,2.9496175881261e+21,1.9240553953679e+21,5.3815146864507e+20,1041330097.621,1161.339692686,925.06542684184,1015.786743641
4.3407318465678,3.771357919101e+20,1.4897112624298e+21,3.7157949041825e+21,2.5952473508578e+21,1.6928969596673e+21,4.7349685731947e+20,916223059.47287,1161.3553147979,925.07075662073,1015.7887353735
5.2088792158813,3.2440433734336e+20,1.2814181900935e+21,3.1962474108089e+21,2.2323761541267e+21,1.4561934666348e+21,4.0729143367153e+20,788115208.32749,1161.361868037,925.07625374822,1015.7894307948
6.2506560590576,2.7209401573862e+20,1.0747885964631e+21,2.6808490741128e+21,1.8724029724704e+21,1.2213804432344e+21,3.4161487727912e+20,661030732.4518,1161.3633414658,925.08179457517,1015.7890704262
7.5007882708691,2.2213456277271e+20,8.7744501209573e+20,2.18861265986e+21,1.5286069387148e+21,9.9711989901503e+20,2.7888991010901e+20,539657625.57253,1161.3612303223,925.08724570361,1015.7875616927
9.0009469250429,1.765043175402e+20,6.9720225807288e+20,1.739030953728e+21,1.2146027367997e+21,7.9229289289183e+20,2.2160058788883e+20,428802558.82835,1161.3515429225,925.09247177448,1015.7815425169
10.801137310051,1.3708295834562e+20,5.4148473331245e+20,1.350622404421e+21,9.4332399670909e+20,6.1533601603365e+20,1.7210652598736e+20,333031700.99035,1161.3319976595,925.09738966054,1015.7712619058
12.961365772062,1.0515849962814e+20,4.1538043978335e+20,1.0360782278132e+21,7.2363483719634e+20,4.7203136461247e+20,1.320248986105e+20,255474025.43963,1161.2990566255,925.10197483569,1015.7547265636
